,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SKU,アカウント,Order No.,販売日,初回チャット,仕入日,国,販売額,購入済み,仕入れ,国内送料,SLS送料,ポイント加算,その他備考,梱包者,実重g,cm,cm,cm,サイズ,発送チャット,商品名,仕入れ先,領収書印刷,国内追跡番号,SLS追跡番号,ヤマト控え有無,,収支チェック
317,20260525_miyawaki_ph_01,,260529M5PHQX3F,5/29,5/29,5/29,フィリピン,"₱7,853.00",TRUE,"¥11,400",,,,,,,,,,0,,Ichiban Kuji HUNTER×HUNTER ZAOLDYECK FAMILY Prize D Killua Zaoldyeck MASTERLISE Figure,メルカリ,,,,FALSE,,FALSE
318,20260306_machida_ph_06_2,,260529MMSE3K5J,5/29,5/29,5/29,フィリピン,"₱5,218.00",TRUE,"¥8,650",,,,,6/2松丸,1382,46,36.5,14,96.5,,Gundam Base Limited Sengoku Astray Gundam,yahooフリマ,,1404-6157-2171,,FALSE,,FALSE
319,20260224_machida_ph_07_2,,260529N65R9AUQ,5/29,5/29,5/29,フィリピン,"₱8,491.00",TRUE,"¥14,080","¥1,100",,663P,,6/1松丸,3760,62,48,16,126,,"Seiko Wall Clock, Analog Cuckoo Clock, Triple Selection Melody, Brown Metallic, 39x39x9.6cm, RE601B",Amazon,,1404-6157-2156,,TRUE,,FALSE
320,20260522_miyawaki_ph_02_2,,260529NCJE4WKN,5/29,6/1,5/26,フィリピン,"₱4,597.00",FALSE,"¥5,937",,,,,,,,,,0,,Ichiban Kuji BLEACH Stirring Souls vol.4 Prize A: Toshiro Hitsugaya MASTERLISE Figure,,,,,FALSE,,FALSE
321,20260512_mizushima_ph_02_3,,260529NR3M8FF4,5/29,6/1,6/1,フィリピン,"₱2,370.00",TRUE,"¥3,199",,,127P,,6/2松丸,867,36.5,27,14.5,78,,[Gundam Base Exclusive] HG 1/144 G-Self (Perfect Pack Equipped) (Gundam Reconguista in G Movie Version) [Bandai Spirits],Amazon,,1404-6157-2031,,FALSE,,FALSE
322,20260522_miyawaki_ph_05,,260530QC052G0A,5/30,6/1,6/1,フィリピン,"₱12,542.00",TRUE,"¥21,000",,,,,6/2松本,1365,38,27.5,30,95.5,,Ichiban Kuji BLEACH Stirring Souls vol.4 Last One Prize: Urahara Kisuke MASTERLISE Figure,メルカリ,,1404-6157-2005,,FALSE,,FALSE
323,20260515_mizushima_ph_02,,260530QPP6ENFD,5/30,6/1,6/1,フィリピン,"₱1,934.00",TRUE,"¥2,350",,,117P,,6/2松本,838,33,25,16,74,,[Gundam Base Exclusive] Haropla Mobile Haro Gundam Base Color【Bandai Spirits】,Amazon,,1404-6157-2020,,FALSE,,FALSE
324,20260515_mizushima_ph_10,,260530QPP6ENFD,5/30,6/1,6/1,フィリピン,"₱1,778.00",TRUE,"¥2,231",,,89P,,同梱,↑,↑,↑,↑,#VALUE!,,[Gundam Base Exclusive] Haropla Haro [Painting Model] Clear & White Gundam Build Divers [Bandai Spirits],Amazon,,1404-6157-2020,,FALSE,,FALSE
325,20260430_machida_ph_12,,260530RFCE2BN4,5/30,6/1,6/1,フィリピン,"₱2,111.00",TRUE,"¥6,850",,,,,6/3菅原,692,37,30,7,74,,[Direct From Japan] Barbie Basic Ponytail Signature BLACK Dress-up Dolls & Houses Barbie Dolls Ages 6+ JBH73,メルカリ,,1404-6157-1994,,FALSE,,FALSE
326,20260417_miyawaki_ph_04_16,,260531S8SYDRDG,5/31,6/1,6/1,フィリピン,"₱8,673.00",TRUE,"¥11,800",,,,,,,,,,0,,Ichiban Kuji Frieren: Beyond Journey's End Last One Prize: Frieren Art Scale Figure,メルカリ,,,,FALSE,,FALSE
327,20260423_machida_ph_05_2,,260531TJXH8RDX,5/31,6/1,6/1,フィリピン,"₱12,182.00",TRUE,"¥21,428",,,,,6/2松丸,3106,63,39.5,16.5,119,,[Direct From Japan] Tamiya 1/10 Electric RC Car Series No. 391 Hot Shot 2007 Off-Road 58391,洛西モデル,,1404-6157-2016,,FALSE,,FALSE
328,20260420_mizushima_ph_07_4,,2606010033DJ6K,6/1,,,フィリピン,"₱7,469.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,[Gundam Base/Event Exclusive] MG 1/100 Sazabi Ver.Ka Mechanical Clear Model Kit from Mobile Suit Gundam: Char's Counterattack (Bandai Spirits),,,,,FALSE,,FALSE
329,20260123_machida_ph_04_9,,26060107UYH3VA,6/1,,,フィリピン,"₱7,375.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Tamiya 1/10 Electric RC Car Series No.242 Wild Willy 2 Off-Road 58242,,,,,FALSE,,FALSE
330,20260522_miyawaki_ph_02_2,,2606020VQ6DB1B,6/2,,,フィリピン,"₱4,597.00",FALSE,仕入れ無,,,,キャンセル,,,,,,0,,Ichiban Kuji BLEACH Stirring Souls vol.4 Prize A: Toshiro Hitsugaya MASTERLISE Figure,,,,,FALSE,,FALSE
